,title,label
2871," African Union (AU) has validated COVID-Organics, a Malagasy remedy against 2019-nCov (the new coronavirus).",f
242, A video of a Muslim fruit-vendor spitting on fruits to spread coronavirus.,f
4218, Video shows an alleged hotel owner in New York who jumped out of a window after firing all his employees. The hotel went bankrupt because of the lockdown policies.,f
1602, Post claims U.S. President Donald Trump announced that Roche Diagnostics is launching a vaccine for COVID-19.,f
3711," Images of the medical facility shared with the claim that the Indian Army set up a 1,000-bed hospital in Rajasthan during the coronavirus pandemic.",f
3903, The spread of the new coronavirus was planned by the Rockefellers years ago.,f
470, An image claims that chroma screen panels are being used to make up coronavirus deaths.,f
2775, Claim that football star Cristiano Ronaldo has converted his hotel chain into coronavirus hospitals.,f
2803, Video of Muslims violating lockdown conditions in Old city (Hyderabad).,f
648, Prince Charles is infected with coronavirus after meeting Indian singer Kanika Kapoor.,f
2734, Social media users have shared a photo that claims to show a “Center for Global Human Population Reduction” affiliated with the Bill & Melinda Gates Foundation.,f
727, A claim that 500 body bags were delivered to an ice skating rink outside the Australian city of Adelaide has been shared widely on Facebook during the novel coronavirus pandemic.,f
1832, President Donald Trump referred to the coronavirus as a “hoax” or “political conspiracy.”,f
834, Chloroquine effectiveness has been proved.,f
2356, A person with coronavirus is in Andorra on 2/10/20.,f
3775," Tunisia announces in the coming hours that its sea, air and land borders will be closed again to counter Covid-19.",f
3127, Turkish President Erdoğan will declare a curfew due to COVID-19.,f
3009, An audio clip suggests that the WHO has advised a lockdown.,f
1962, Says certain states are banning the sale of alcohol.,f
3916, India TV telecasted news that Bollywood Actor Shahrukh Khan donated 450 million (45 Crore) Rupees to Pakistan Oil tanker blast victims.,f
2040, The studies initiated by the “Military Research Institute” transformed the form of virus in 2018.,f
272, Donald Trump’s claim that the USA had more testing than all other countries combined.,f
1182, 5G frequences are negatively affecting the oxygen absorbion by the human body and it worsen the symptoms of COVID-19.,f
1630, Bill Gates is doing “population control” with the coronavirus vaccine.,f
594, Having a beard increases your chances of getting coronavirus.,f
3219, A photo has been shared hundreds of times in multiple Facebook posts that claim it shows doctors and nurses in Italy who died from COVID-19.,f
1358, A Kenyan government minister showed his middle finger to coronavirus “idiots” during a televised press conference.,f
1968, An article says that Britain has “pulled out” of a 5G contract with Chinese company Huawei because test kits were found to be contaminated with coronavirus.,f
2892," China asks for permission to kill 20,000 infected cases.",f
1048, The japanese doctor Tasuku Honjo says that coronavirus is not natural.,f
3729," “Germany and the United States are the two best in deaths per 100,000 people, which, frankly, to me, that’s perhaps the most important number there is.”",f
3571, A patient infected with coronavirus was killed by drug dealers.,f
345," Video of migrant labourers coming onto the streets in Ahmedabad, India due to lack of rations provided to then during the COVID-19 crisis and lockdown regulations.",f
2222, A video purporting that an attack on doctors was avenged by policemen.,f
1910," Ambulance health care workers are transporting a coronavirus patient in The Hague (The Netherlands), dressed in white protective suits.",f
2918, This is a photo of the first Moroccan infected with the virus.,f
352, Army to be deployed to respond to COVID-19 pandemic.,f
574, It is false that this Wednesday a curfew is in effect for 14 days in Costa Rica.,f
1601, A pavilion will be opened in Fraga (Huesca) due to an increase in the number of COVID-19 cases.,f
2158," As per the video, Bollywood actor Aamir Khan donated 250 crore to fight aganist COVID-19.",f
991, You shouldn’t open your windows.,f
509, A tweet from Donald Trump in 2009 said that he would ‘never let thousands of Americans die from a pandemic’.,f
2619," China seeks court approval to kill over 20,000 coronavirus patients to stop the spread of the outbreak.",f
2760," The co-founder of the Union, Progress and Democracy (UPyD) party, Rosa Díe allegedly tweeted that she says “it is time for the Army to take over …” to handle the emergency.",f
3726, An image claims it shows the Grand Canal of the Italian city of Venice full of what the caption calls ‘pink swans’.,f
3682, A claim that a trolley collector at a supermarket in the Australian state of New South Wales tested positive for the novel coronavirus in March 2020 has been shared hundreds of times in multiple posts on Facebook.,f
1447," In Singapore, Hong Kong people ran into the supermarket in a panic to buy toilet paper.",f
1799," Trump faints, is infected with coronavirus.",f
2432, Ibuprofen worsens coronavirus infection.,f
1291, CDC sponsored Facebook post asking for help with “escaped” coronavirus patient.,f
525," The Bombay High Court in Mumbai City has extended the lockdown in the state of Maharashtra till April 30, 2020.",f
3028, Wine will protect you from COVID-19.,f
3511, Journalist claims a coronavirus patient was murdered.,f
1964, The former French ministry of Health (Agnès Buzyn) treated a famous movie producer (Raymond Blumenthal) with hydroxychloroquine.,f
1971, A large Muslim crowd in the indian city of Haldwani stone pelted doctors when they tried to quarantine the Imam.,f
1691, Chinese prime minister visits a mosque following the coronavirus outbreak.,f
2887,"Did CBS News Use a 2016 Ukraine Photo in COVID-19 Coverage?
Unverified, random tweets are not regarded as reliable sources by real journalists.




							False",f
2224, The new digital derogatory attestation allowing to go out will be used by French state and police in order to collect personal data and track its population.,f
4123," A video of food packets deposited on a street has been viewed millions of times on Facebook, Twitter and YouTube alongside a claim it shows food donations for people in Turkey during a novel coronavirus lockdown.",f
1271, A video of a man committing suicide by jumping from a hotel in Italy after his entire family died because of the coronavirus.,f
2980, Korean drama predicted the occurrence of COVID-19 in 2018.,f
3841, Article overstates threat of coronavirus.,f
909," As of 4/1/20, all coronavirus patients from Blumenau, Brazil, were cured.",f
3260, Iraqi Ministry of Health demanded to close the border With Iran because of coronavirus.,f
82," Dolphins appeared in Veracruz, Mexico during the outbreak of the new coronavirus.",f
3922, A video says the Vatican confirmed Pope Francis and two aides tested positive for coronavirus.,f
3833, A video where a man accuses the Italian Civil Protection and the government of Regione Piemonte of having distributed protective masks “poisoned” them with zinc pyrithione.,f
2969, Canada is free of COVID-19.,f
131," In France, the state pays 46 billions a year for its army, but only 1 billion for its inhabitants’ health.",f
1619, Prime Minister of Latvia claims that one third of Covid-19 EUR 2 billion recovery budget is planned for unemployment support and other benefits.,f
2445, 80% of COVID-19 patients die due to mechanical ventilators.,f
4052, Russian President Vladimir Putin released 800 lions and tigers across Russia to stop people from leaving home.,f
642, Facebook posts shared hundreds of times claim US President Donald Trump approved a $2.5 million fund for Madagascar to mass-produce a herbal remedy touted by the island’s president as a cure for COVID-19.,f
2324," Former diplomat Henry Kissinger encouraged mandatory vaccination, in order to facilitate radical sanitary measures such as forced sterilization or genetic modification.",f
79," Amid the coronavirus crisis, Italy’s streets are now filled with discarded printed cash as seen in photos circulating on social media.",f
379, You can kill the coronavirus by drinking hot drinks.,f
2941, President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,f
3399, 59 people die as a pastor gave them Dettol disinfectant to drink to prevent coronavirus.,f
2794, Ecuadorean youtuber Raùl Alvarez Guene supposedly infected with COVID-19.,f
1527," Singer Mohamed Abdo has been infected with the novel coronavirus, and isolates himself in a hotel in Jeddah.",f
1485, People have thrown currency notes on road to spread the COVID-19 infection.,f
2840," The Minister of Defense of Japan posted a tweet to thank Taiwan for donating 500,000 face masks.",f
3159," A post shared repeatedly on WhatsApp and Facebook claims a Chinese doctor has discovered that drinking tea is effective in curing and relieving symptoms of the novel coronavirus, COVID-19.",f
1599,"Is the ‘Umbrella Corporation’ Logo Oddly Similar to a Wuhan Biotech Lab’s?
Some concern arose over apparent connections between the video game ""Resident Evil"" and a new coronavirus outbreak.




							False",f
4049," A video has been viewed tens of thousands of times in multiple posts on Facebook, Twitter and Instagram alongside a claim it shows UK Prime Minister Boris Johnson offering cups of tea to journalists after recovering from an illness. The posts were shared shortly after Johnson returned to work following hospital treatment for COVID-19.",f
1275, Madagascar is leaving World Health organisation and encourages other countries to do so.,f
4009, Video of COVID-19 infected woman from East Manipur.,f
4234," The governor of the state of São Paulo, João Doria, transferred a helicopter used for health case to use it for his personal transport.",f
499, The Government of Andhra Pradesh has made Kanipakam temple a quarantine center for coronavirus suspects.,f
128,"Did Texas’ Lt. Gov. Say ‘There Are More Important Things Than Living’?
Dan Patrick called for social-distancing measures to be eased for his state amid the coronavirus pandemic. 




							Correct Attribution",t
186,"Did Empire State Building Display ‘Siren’ Lights During COVID-19 Pandemic?
A strange sight for strange times. 




							True",t
223,"Did Trump Administration Fire the US Pandemic Response Team?
As a new coronavirus spread in 2020, so did concerns about the United States' preparedness for a potential pandemic. 




							True",t
457,"Did Trump Say This About the COVID-19 Pandemic?
Two statements the U.S. president made roughly a week apart in March 2020 came under intense scrutiny.




							Correct Attribution",t
548,"Did Italy Confirm Almost 200 Coronavirus Deaths in 24 Hours?
As of early March 2020, Italy had seen the worst COVID-19 outbreak outside Asia.




							True",t
612,"Does This Photo Show Trump Wearing a Protective Mask?
The U.S. president went without a mask for much of his visit to a Ford manufacturing plant in Michigan in late spring 2020. 




							True",t
637,"Will Trump’s Name Appear on COVID-19 Stimulus Checks?
While the unprecedented move could potentially delay these payments, U.S. Treasury officials insist the checks ""are scheduled to go out on time and exactly as planned.""




							True",t
647,"Is This a Real Letter from Trump to US Sen. Chuck Schumer?
Some questioned whether an acrimonious letter from U.S. President Donald Trump to the senator from coronavirus-stricken New York was real.




							True",t
661,"Did ‘Live and Let Die’ Play as Trump Toured Factory Without COVID-19 Mask?
According to the CDC, everyone should wear some sort of protection over their noses and mouths in public settings where it’s hard to keep distance between other people.




							True",t
793,"Did Trump Administration Fire the US Pandemic Response Team?
As a new coronavirus spread in 2020, so did concerns about the United States' preparedness for a potential pandemic. 




							True",t
1053,"Did Italy Confirm Almost 200 Coronavirus Deaths in 24 Hours?
As of early March 2020, Italy had seen the worst COVID-19 outbreak outside Asia.




							True",t
1289,"Did Trump Criticize Governors for Backing off Ebola Quarantines in 2014?
A very old tweet got new life during the COVID-19 coronavirus disease pandemic.




							True",t
1440,"Did CBS News Use Footage from Italy for New York COVID-19 Report?
The news outlet acknowledged the error, but that wasn't the end of the story.




							True",t
1759,"Was COVID-19 Discovered in the US and South Korea on the Same Day?
These two countries took different approaches in the early days of the pandemic and saw vastly different results. 




							True",t
2281,"Did Obama Urge US Pandemic Preparedness in 2014?
""There may and likely will come a time in which we have an airborne disease that is deadly,"" said the former president.




							True",t
2290,"Did Time Magazine Warn About Global Warming, Pandemic Years Ago?
Who could have seen this coming? Just about anyone who can read.




							True",t
2307,"Did Video Show Italian Army Trucks Transporting Coffins Amid COVID-19 Pandemic?
A stark illustration of the tragic impact coronavirus had on parts of Italy in 2020. 




							True",t
2323,"Did Trump Golf, Hold Rallies After Learning About COVID-19 Threat?
After Sen. Mitch McConnell suggested the government's response to the initial coronavirus outbreak was in part distracted by the president's impeachment, rebuttal memes started flying.




							True",t
2344,"Did DOJ Propose Rollback of Defendants’ Rights During Pandemic?
Any changes affecting constitutional guarantees afforded federal criminal defendants in the U.S. would ultimately be up to Congress.




							True",t
2407,"Are These New Zealanders Celebrating the End of COVID-19 Restrictions?
In June 2020, New Zealand lifted all social distancing restrictions related to the COVID-19 pandemic after going two weeks without a confirmed case. 




							True",t
2697,"Was National Stockpile Website Edited After Jared Kushner’s Comments?
On April 2, 2020, Jared Kushner said of the federal stockpile: ""It's supposed to be our stockpile. It's not supposed to be states' stockpiles that they then use.""




							True",t
2785,"Did CBS News Use Footage from Italy for New York COVID-19 Report?
The news outlet acknowledged the error, but that wasn't the end of the story.




							True",t
2955,"Did a Doctor in Italy Warn Coronavirus Wasn’t Just a ‘Bad Flu’?
Physician: ""The situation is now nothing short of dramatic. No other words come to mind.""




							Correct Attribution",t
3057,"Does This Restaurant Receipt Show a COVID-19 Surcharge?
The COVID-19 pandemic has caused prices for meat and proteins to climb across the board.




							True",t
3098,"Is This ‘Shaun of the Dead’ Meme Mocking Real Ohio Protesters?
A viral photograph from a protest against stay-at-home orders during the COVID-19 pandemic was likened to the zombie movie ""Shaun of the Dead."" 




							True",t
3233,"Did an Irish Times Column Express ‘Pity’ for the US?
A scathing opinion column was copied and pasted then circulated online, prompting some to question its authenticity.




							Correct Attribution",t
3392,"Did BBB Warn Against Sharing High School Senior Photos?
Facebook users started a posting trend to show solidarity with 2020's graduating seniors who are finishing high school at home due to the coronavirus pandemic.




							True",t
3761,"Did Amazon Solicit Donations to Help Pay Worker Sick Leave?
After being called out for its approach to supporting seasonal and contract workers during times of crisis, the retail giant made some edits. 




							True",t
3830,"Did Trump Say He ‘Tested Very Positively’ for COVID-19, Meaning Negative?
Is the president trying to confuse us?




							Correct Attribution",t
4007,"Is China Building a Hospital in 10 Days to Treat Coronavirus Patients?
Millions of people are quarantined in China to prevent the spread of the virus.




							True",t
4248, Ghana has 307 ambulances with mobile ventilators.,t
4270,"What Really Works to Keep Coronavirus Away?
 Proper hand-washing is the best thing you can do to protect yourself from a number of diseases including COVID-19.




							News",t
4320,"Who Allowed 14 People with Coronavirus on a Plane to US with Uninfected Passengers?
The CDC had previously stated its intent to block anyone who tested positive for the disease caused by the new coronavirus from flying on an evacuation flight. Who overruled whom?




							News",t
4325, “Bill Gates told us about the coronavirus in 2015.”,t
4336,"Why Hand-Washing Really Is as Important as Doctors Say
Washing your hands decreases the number of microbes on your hands and helps prevent the spread of infectious diseases.




							News",t
4409," Ron Johnson said Americans should go back to work, because “death is an unavoidable part of life.”",t
4410, Image of police punishing people in Indian state of Assam for violating the curfew.,t
4517,"‘Real Doctor’ Promoting Tonic Water for COVID-19 Spreads Dangerous Misinfo
A chiropractor's screed against ""fake news"" and his advocacy for the curative properties of Schweppes tonic water contain large amounts of dangerous misinformation.




							News",t
4518, Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,t
4562,"The Origins and Scientific Failings of the COVID-19 ‘Bioweapon’ Conspiracy Theory
The coronavirus responsible for COVID-19 has deadly adaptations that make it perfect for infecting humans. But this is a testament to natural selection, not bioengineering. 




							News",t
4566,"Kosovar Facebook Pages Use Coronavirus Fears, ‘Blue Lives Matter’ Memes To Trick American Followers
Networks from the Balkans nation are deploying divisive content and patriotic nostalgia, echoing past foreign election-interference campaigns.




							News",t
4575," Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore.",t
4621,"Was That Cough You Had Last November or December COVID-19?
Scientists do not know exactly when or where the first COVID-19 case occurred. Does that mean it could have occurred anywhere?




							News",t
4629,"Are ‘Mass Graves’ Being Dug for COVID-19 Deaths?
New York’s Hart Island has been used as a burial site for unclaimed deceased persons for more than 150 years.




							Mostly True",t
4692, Passengers at Delhi airport got agitated Wednesday morning as their passports were withheld by airport authorities.,t
4697," 2019 coronavirus can live for “up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",t
4730,"Is This Timeline of Trump’s Coronavirus Responses Accurate?
U.S. President Donald Trump claimed that he felt COVID-19 was a pandemic ""long before it was called a pandemic,"" but his previous recorded statements paint a different picture. 




							Mostly True",t
4792," Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13, 2020, the stock market set “an all-time record.”",t
4819,"‘Uncle With Masters Degree’ Gets Facts Wrong in Coronavirus ‘Announcement’
A viral Facebook post amplified dubious and potentially dangerous claims amid an outbreak of the new coronavirus. 




							News",t
4868, Post says Harvard scientists say the coronavirus is “spreading so fast that it will infect 70% of humanity this year.”,t
4875, Coronavirus is also spread through newspapers.,t
4883, The first dog was infected with coronavirus.,t
4897,"‘Good Read From An Immunologist’ Post Misstates Reasons for COVID-19’s Virulence
A viral Facebook post argues the mutation rate of the coronavirus is responsible for its pandemic spread. There is no scientific support for that notion. 




							News",t
4936,"Is NYC’s COVID-19 Death Rate at Least 250x Higher Than Tokyo’s?
A viral tweet from software engineer John McAfee raised questions about social-distancing measures during the coronavirus pandemic. 




							Mostly True",t
4952," Drugs used against malaria (Hydroxychloroquine, Azithromycin) can cure COVID-19.",t
4958," “With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it’s covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.”",t
4997,"Did Disagreement Over Abortion Slow Coronavirus-Relief Talks?
Sources linked to Republican and Democratic lawmakers had each accused the other side of politicizing the negotiations.




							News",t
5007," “So Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.”",t
5027," Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020.",t
5029,"Trump Campaign Threatens TV Stations Over Coronavirus Ad
A cease-and-desist letter from the Trump-Pence campaign committee accuses stations of ""airing a patently false, misleading, and deceptive advertisement.""




							News",t
5055,"If You Get Sick With Coronavirus, Can Donald Trump Make You Stay Home?
Who really is in charge of the outbreak response?  As with most things in American government, the answer is complicated.




							News",t
5058," Of the Trump administration’s European travel restrictions that exempt the U.K.: “Well, you can just get into the Chunnel, and you’ll be in the U.K.”",t
5084, The United States is “actually screening fewer people (for the coronavirus than other countries) because we don’t have appropriate testing.”,t
5097, [SARS-CoV-2] is spreading quickly from gas pumps. Shopping carts as well.,t
5103, Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,t
5111,"‘Uncle With Masters Degree’ Gets Facts Wrong in Coronavirus ‘Announcement’
A viral Facebook post amplified dubious and potentially dangerous claims amid an outbreak of the new coronavirus. 




							News",t
5142,"List of Grocery Stores with Special Hours for Seniors, the At-Risk, and Pregnant Women
We've compiled a list of major grocery chains offering dedicated hours set aside for members of vulnerable populations during the COVID-19 pandemic.




							News",t
5146,"Can Your Pets Get Coronavirus, And Can You Catch It from Them?
When talking about a virus, the words “get” or “catch” are vague. A more precise question is: Can my cat or dog become infected with SARS-CoV-2?




							News",t
5197, North Carolina “hospital beds are typically 85% full across the state.”,t
5201, A WhatsApp chain cites real research on the survival of different coronaviruses in various materials and in the air.,t
5207,"China’s Official Newspaper Mislabels Video Footage in Coronavirus Coverage
A People's Daily video claiming to show ""full-front disinfection work"" in Wuhan included footage taken at an airport in Taiwan.




							News",t
5217," Germany gave medical protection equipment like masks to China, now it’s missing in Germany.",t
5219," “During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.”",t
5225," “We’ve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.”",t
5244,"China’s Official Newspaper Mislabels Video Footage in Coronavirus Coverage
A People's Daily video claiming to show ""full-front disinfection work"" in Wuhan included footage taken at an airport in Taiwan.




							News",t
5274,"Can Contaminated Money Spread the New Coronavirus?
The World Health Organization has advised people to “wash their hands after handling banknotes.” 




							News",t
5278, Says 80% of novel coronavirus cases are “mild.”,t
5283, Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,t
5329, Photo of an Italian doctor waving goodbye to co-doctors as he is about to die due to coronavirus.,t
5342,"The Origins and Scientific Failings of the COVID-19 ‘Bioweapon’ Conspiracy Theory
The coronavirus responsible for COVID-19 has deadly adaptations that make it perfect for infecting humans. But this is a testament to natural selection, not bioengineering. 




							News",t
5362, “You’re more likely to die of influenza right now” than the 2019 coronavirus.,t
5363,"Coronavirus: It’s Time to Debunk Claims That Vitamin C Could Cure It
In the midst of the novel coronavirus outbreak, some “influencers” are claiming that taking mega-doses of vitamin C can cure COVID-19.




							News",t
5379,"Is the Loss of Your Sense of Smell and Taste an Early Sign of COVID-19?
Doctors from around the world are reporting cases of COVID-19 patients who have lost their sense of smell, known as anosmia, or taste, known as ageusia. 




							News",t
5385, Jobcenters (for unemployed people) close from today on in Germany.,t
5440,"COVID-19 Is a Serious Threat … But So Are Memes Claiming It’s NOT
The story of a Texas woman who reportedly shared a Facebook post claiming the coronavirus outbreak was a hoax — and later reportedly died from the virus — reminds us of the dangerous potential of misinformation.




							News",t
5480,"Is Trump Admin Seizing COVID-19 Protective Equipment from States?
An urgent shortage persists of N95 masks and other supplies in U.S. medical facilities. 




							Mostly True",t
5490, “Wisconsin is the only state where all Republicans voted against protecting its citizens.”,t
5505,"Stopping Coronavirus — What Does the Evidence Say Is Best?
A variety of emergency responses and policy strategies have been implemented with different outcomes so far.




							News",t
5523, Did genetic mutations cause the coronavirus to become more dangerous.,t
